;doc;source;author;title;year;period;text_type;sentence
31311;LRterribilmente.txt;La Repubblica;Paolo Flores D' Arcais;IL PARTITO DEI SINDACI.;1993.0;1951-2000;stampa;['suona oggi  terribilmente  improponibile , però , stando ai veti incrociati , alle radicate diffidenze , alle rinfocolate ostilità , e anche alla scarsa commensurabilità della rappresentatività di ciascuno .']
32069;LRessere_randomsample.txt;La Repubblica;Alberto Jacovello; LA SFIDA DELLE CITTA' I voti della camorra alla lista missina?;1993.0;1951-2000;stampa;['                                                                                                                                                                                                                                                                                                                                                                                                           il secondo , forse assai più importante , è che bassolino raccoglie il consenso di quegli strati sociali che , pur terribilmente colpiti dalla crisi , del ribellismo senza prospettive non sono prigionieri :  è  una carta di grande rilievo in una città come questa , una grande isola di saldezza in una napoli soffocata .']
32231;LRterribilmente.txt;La Repubblica;Silvia Bizio; Dopo due anni si rivede la Roberts L' attrice parla del suo nuovo film, ' Pelican Brief ' di Pakula, già un successo negli Usa.;1993.0;1951-2000;stampa;['terribilmente  noioso , temo , ma assai piacevole .']
33718;LRterribilmente.txt;La Repubblica;Corrado Sannucci; IL CALCIO AL LAVORO 8 ) PADOVA Una società sana, le idee di Sandreani, il rock di Lalas. ;1994.0;1951-2000;stampa;['altrimenti con i tre dietro il gioco è  terribilmente  piatto   dichiara la commissione tecnica .']
34266;LRterribilmente.txt;La Repubblica;Irene Bignardi; ' Un angelo custode veglia su di me ' Abbiamo incontrato il regista a Lisbona dove ha girato il suo nuovo film ' Lisboa Monogatari '.;1994.0;1951-2000;stampa;['e anche se è stato  terribilmente  doloroso , l  ho fatto perché penso che sia doveroso raccontare la morte com  è veramente , non lasciarla all  invenzione , non espellerla dalla vita e dall  esperienza come si tende a fare nella nostra società   .']
34655;LRterribilmente.txt;La Repubblica;Elisabetta Mirarchi; QUARANTA ASSOCIAZIONI CERCANO DI DIFENDERE GLI ITALIANI DALLE TRUFFE, DAI SOPRUSI E DAI FREQUENTI DISSERVIZI. ;1994.0;1951-2000;stampa;"['corsi di formazione che promettono folgoranti carriere di attrice o fotomodella ; firme strappate a volo per enciclopedie assolutamente inutili e  terribilmente  costose ; lauree in medicina conseguite in italia e rilasciate nello sri lanka ; bollettini somiglianti ai contocorrenti della luce o del gas ma che servono a foraggiare anonime società .']"
35122;LRallora_randomsample.txt;La Repubblica;Silvia Bizio; LA TRAGEDIA DEI BRANDO. ;1995.0;1951-2000;stampa;['                                                                                                                                                                                                                                                                                                                                                                                                                                cheyenne era terribilmente depressa già nel      , quando il fratellastro christian brando aveva ucciso con un colpo di pistola il fidanzato di lei , dag drollet , che pare picchiasse spesso la ragazza  allora  incinta .']
35784;LIR2.txt;LIR;Radio3;" ""Uomini e profeti. La terra promessa"" (programma di letteratura)";1995.0;1951-2000;dialogo;['terribilmente piccolo']
35821;LRterribilmente.txt;La Repubblica;Vladimiro Odinzov;OPINIONI DAL MONDO.;1995.0;1951-2000;stampa;['di certo non ha mancato di alzare la voce contro i tribalismi , l  oppressione , i razzismi e le intolleranze , e di criticare i governi corrotti locali , ma per quanto riguarda il   quotidiano   africano è apparso    terribilmente  conservatore   .']
36495;LRterribilmente.txt;La Repubblica;Silvia Bizio; Negli Usa la Nbc ha trasmesso ieri il film con Glenn Close, colonnello omosessuale. ;1995.0;1951-2000;stampa;['questo paese è ancora  terribilmente  omofobico .']
36605;LRterribilmente.txt;La Repubblica;Carlo Ciavoni;BIBI E BIBÒ RACCONTANO TROPPE BUGIE...;1995.0;1951-2000;stampa;['più l  indice , nel suo complesso , scende   e scende anche rispetto ai periodi e alle nicchie più disgraziate della gestione grasso   e più   bibì e bibò   , tra via asiago e saxa rubra , si affannano a millantare traguardi che , in un attimo , si svelano  terribilmente  fasulli .']
36987;LIR1.txt;LIR;Rete105;"""Trailers in FM"" informazione cinematografica";1995.0;1951-2000;dialogo;['un avventura terribilmente complicataca!']
37615;LRterribilmente.txt;La Repubblica;Attilio Bolzoni; MAFIA LO STATO E I PENTITI. ;1996.0;1951-2000;stampa;['viste da quaggiù , da palermo , queste due storie appaiono simili o , per essere più precisi ,  terribilmente  uguali .']
37863;LRmostruosamente.txt;La Repubblica;Licia Granello; SERIE A Una partita molto fallosa, Panucci espulso: subito un gol del liberiano, il resto non è stato certo spettacolo. ;1996.0;1951-2000;stampa;['del resto , l  atalanta ha deciso di complicarsi terribilmente la vita dopo appena      : tutti avanti , montero compreso , e quindi tutti sbilanciati sulla palla lunga lanciata da desailly .']
37864;LRessere_randomsample.txt;La Repubblica;Sebastiano Messina; QUERCIA E ULIVO LE SCELTE DEI PARTITI IL RETROSCENA Costanzo: ' Prodi deve uscire dall' incertezza '. ;1996.0;1951-2000;stampa;['                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 però non  sono  terribilmente sorpreso : ho visto passare un sacco di gente che col potere perde la propria identità .']
37876;LRterribilmente.txt;La Repubblica;Pietro Citati; DIARIO ITALIANO. ;1996.0;1951-2000;stampa;['non riesco a capire come delle persone possano prendersi così  terribilmente  sul serio .']
38103;LRterribilmente.txt;La Repubblica;Maurizio Crosetti; ATLANTA 1996 IL MONDO La spensierata nazionale di calcio Usa contro l' Argentina dei Crespo, Chamot e Sensini. ;1996.0;1951-2000;stampa;['felici di non essere ricchi ma studenti di college , come nei film della giovane america che corre , un po  retorica e plastificata ma  terribilmente  ingenua , simpatica , con un bel cuore fresco .']
38161;LRavere_randomsample.txt;La Repubblica;Donatella Chiappini; LE CITTA' SOFFOCATE L' INTERVISTA. ;1996.0;1951-2000;stampa;['                                                                                                                                                                                                                                                                                                                                                                                                                                         amo le grandi arterie ma soffro terribilmente in città intrappolata nel caos , asfissiata dalle auto , alla ricerca ossessiva di un parcheggio : ne va del mio tempo che , invece ,  ho  scelto di razionalizzare al massimo .']
38215;LRterribilmente.txt;La Repubblica;Corrado Sannucci; COPPA UEFA Partenza sprint con due gol di Balbo, l' Olimpico sogna ma il Karlsruhe non cede.;1996.0;1951-2000;stampa;['la roma soffre  terribilmente  in difesa , la squadra è allungata e il centrocampo non riesce a fare diga .']
38222;LRterribilmente.txt;La Repubblica;f b; SERIE A Partita senza idee. ;1996.0;1951-2000;stampa;['per di più i granata , sempre sprofondati in zona pericolo , sono  terribilmente  ingenui sul gol giallorosso .']
41019;LRterribilmente.txt;La Repubblica;Maurizio Crosetti; CHAMPIONS LEAGUE. ;1997.0;1951-2000;stampa;['se davvero è scivolata su un destino imprevisto , farà bene a rialzarsi contro il manchester united in una partita terribilmente importante e  terribilmente  prematura .']
41243;LRterribilmente.txt;La Repubblica;Nino Sunseri; LE CAPITALI FINANZIARIE La metropoli scivola al nono posto nella classifica delle migliori città d' affari. ;1997.0;1951-2000;stampa;['milano è  terribilmente  indietro e ieri il presidente della confindustria , giorgio fossa , non ha mancato di sottolinearlo con forza affermando che piazza affari è un mercato che , per scambi e numero di società quotate   è al livello della borsa di teheran   .']
41271;LRterribilmente.txt;La Repubblica;Roberto Bernardo; SERIE B Vittoria e aggancio al 2 posto. ;1997.0;1951-2000;stampa;['brescia    cinico , spietato ,  terribilmente  concreto .']
41365;LRterribilmente.txt;La Repubblica;Vittorio Zucconi; SUDAMERICA Il ' GOLPE ' DI QUITO Nel paese più povero dell' America Latina il malcontento popolare scatena la lotta di potere.;1997.0;1951-2000;stampa;['cesar gaviria , l  ex presidente colombiano che oggi presiede , a washington , l  organizzazione degli stati americani   oas   , si proclama    terribilmente  preoccupato   .']
41455;LRterribilmente.txt;La Repubblica;b.f.; SERIE A IL RETROSCENA Agnelli telefona a Cecchi Gori per l' argentino, ma la risposta è no. ;1997.0;1951-2000;stampa;['il nostro è un gioco bello da vedere ma , almeno per adesso  terribilmente  faticoso da portare avanti .']
41585;LRe_randomsample.txt;La Repubblica;Anna Maria Liguori; ANIMALI Giorgio Celli racconta perché ha dedicato a loro un libro. ;1997.0;1951-2000;stampa;['                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             scatta la curiosità per questo concetto che ribalta  e  addolcisce le accuse che di consueto vengono fatte ai piccoli felini di casa , di essere cioè poco affezionati ai padroni , troppo indipendenti , terribilmente opportunisti .']
41680;LRterribilmente.txt;La Repubblica;Raimondo Bultrini; MANI PULITE Paciotti: no alla gogna popolare per i politici.;1997.0;1951-2000;stampa;['ma al di là della valanga di critiche   tecniche   sollevate dallo stesso borrelli , dal giudice mario almerighi , dal fondatore del nuovo gruppo , il consigliere del csm antonio frasso , la vera protagonista di quest  assemblea gremita come poche è stata l  emotività di una categoria che si sente accerchiata , spinta dal potere politico dentro un recinto normativo che sembra andarle  terribilmente  stretto .']
41860;LRterribilmente.txt;La Repubblica;Giorgio Lago;NICHILISMO A NORDEST.;1997.0;1951-2000;stampa;['proprio perché gesto estremo , va specchiato nel quotidiano : deve almeno ,  terribilmente  servire , come manifestazione del   nulla   , il male del nulla lo chiamava david maria turoldo .']
42032;LRterribilmente.txt;La Repubblica;l p; MILLE GIORNI AL DUEMILA L' APOCALITTICO La parabola semiseria dell' artista e i consiglio di Sgalambro. ;1997.0;1951-2000;stampa;['anche se sono sempre un po  apocalittico , devo dire che il terzo millennio mi attira  terribilmente    .']
42200;LRallora_randomsample.txt;La Repubblica;Giuseppe D' Avanzo; IL CASO SOFRI. ;1997.0;1951-2000;stampa;['                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        non poteva sapere  allora  quanto sarebbe stato terribilmente vero per lui .']
42615;LRterribilmente.txt;La Repubblica;Patrizia Capua; Enzo Bianco parla di nuovo feeling con le imprese. ;1998.0;1951-2000;stampa;['ma i suoi argomenti sono  terribilmente  seri .']
42840;LRterribilmente.txt;La Repubblica;sconosciuto; Apertura del leader Trimble. ;1998.0;1951-2000;stampa;['il leader dell  ulster unionist party , david trimble , finora il più restio ad ammettere la possibilità di un accordo sul futuro assetto costituzionale delle sei contee del nordirlanda , ieri ha concesso la prima apertura ai cattolici nazionalisti del sinn féin :   non sono  terribilmente  ottimista , ma l  accordo è possibile   , ha detto trimble , che rappresenta il partito più votato dai protestanti unionisti .']
42887;LRterribilmente.txt;La Repubblica;Eugenio Scalfari;SE MANCA CORAGGIO IL GOVERNO SI SFARINA.;1998.0;1951-2000;stampa;['chi crede che bertinotti sia un comunista si sbaglia di grosso : è un massimalista con forti dosi di narcisismo il che complica  terribilmente  le cose .']
42892;LRterribilmente.txt;La Repubblica;Benedetta Craveri; Esce  L' armonia del mondo . ;1998.0;1951-2000;stampa;['eppure , nella vita di relazione , lei può essere  terribilmente  insofferente , distaccato , distratto .']
45711;LRterribilmente.txt;La Repubblica;Antonio Polito; Il nuovo romanzo di Roddy Doyle,  Una stella chiamata Henry , racconta la vera storia della rivolta anti-inglese della Pasqua 1916 Un migliaio scarso di uomini organizzati per modo di dire occuparono l' edificio della Posta e proclamarono l' indipendenza da Londra Resistettero una settimanae. ;1999.0;1951-2000;stampa;['e perfino il poeta yeats , all  epoca non solidale con i rivoltosi , scrisse dopo le esecuzioni che   era nato qualcosa di  terribilmente  bello   .']
45752;LRterribilmente.txt;La Repubblica;Franco Quadri; L' arte di Lev Dodin nella Russia dei compromessi. ;1999.0;1951-2000;stampa;['e  una vita molto dura che riunisce diverse generazioni di allievi , a cui se ne aggiungeranno altre  terribilmente  giovani , con continuo successo sia a casa che nei viaggi per il mondo , da noi assunti come una missione per parlare agli altri e scoprire gli altri .']
45852;LRterribilmente.txt;La Repubblica;Paolo Mauri;BRUCIANO I LIBRI UNA GRANDE BIBLIOTECA È STATA DISTRUTTA A LIONE DALLE FIAMME L' ULTIMA PAROLA.;1999.0;1951-2000;stampa;['catastrofi accidentali e catastrofi provocate dai dittatori di tutte le latitudini sono infatti  terribilmente  simili .']
45919;LRterribilmente.txt;La Repubblica;sconosciuto; La guerra in tutte le sue sfumature nel racconto di giuristi, inviati, fotografi e scrittori che ne sono stati testimoni. ;1999.0;1951-2000;stampa;['l  intervento umanitario è al tempo stesso un  idea immensamente forte e  terribilmente  imprecisa .']
46780;LRterribilmente.txt;La Repubblica;sconosciuto; Trovate le lettere del monaco e di Alessandra. ;2000.0;1951-2000;stampa;['mi sei mancato  terribilmente  .']
46889;LRterribilmente.txt;La Repubblica;Maria Pia Fusco;  Il mio film batte Titanic Chi l' avrebbe mai detto?;2000.0;1951-2000;stampa;['l  ascesa di haider mi ha spaventato  terribilmente  .']
